"Series","Indicator Name","Source","Source Organization","Source Note","Mean","Standard Error","Lower Bound","Upper Bound","Variance","N"
"SE.PRM.BNLG","Politics & Bureaucratic Capacity - National Learning Goals","Global Education Policy Dashboard","World Bank","Survey of Public officials. The aim of this indicator is to capture the extent to which there is a goal and/or strategy that encapsulates a desire and a path to reach higher learning outcomes. This is what ultimately drives the work of the ministry and district offices that together, with the support of other stakeholders and civil society, work towards achieving that goal.   Average score (1 (worst) , 5 (best)) on items given to public officials.",3.157817456126213,0.12356154099476002,2.909243698168173,3.4063912140842527,0.015267454412999761,40
"SE.PRM.BNLG.1","Average score for National Learning Goals; where a score of 1 indicates low effectiveness and 5 indicates high effectiveness","Global Education Policy Dashboard","World Bank",NA,3.157817456126213,0.12356154099476002,2.909243698168173,3.4063912140842527,0.015267454412999761,40
"SE.PRM.BNLG.2","(National Learning Goals) Average score for targeting","Global Education Policy Dashboard","World Bank",NA,3.670833316445351,0.14904988779451123,3.370983618602257,3.970683014288445,0.022215869051556387,40
"SE.PRM.BNLG.3","(National Learning Goals) Average score for monitoring","Global Education Policy Dashboard","World Bank",NA,3.3245614014173808,0.20398067902063077,2.9142052054134706,3.734917597421291,0.0416081174137176,38
"SE.PRM.BNLG.4","(National Learning Goals) Average score for incentives","Global Education Policy Dashboard","World Bank",NA,2.966666665673256,0.1740424645903911,2.6165383885473883,3.316794942799124,0.03029077948069754,40
"SE.PRM.BNLG.5","(National Learning Goals) Average score for community engagement","Global Education Policy Dashboard","World Bank",NA,2.431372547850889,0.13423295551455547,2.1613306729645725,2.701414422737206,0.01801848634617263,34
"SE.PRM.BQBR","Politics & Bureaucratic Capacity - Characteristics of Bureaucracy","Global Education Policy Dashboard","World Bank",NA,3.8488498876492185,0.10420538595786934,3.639215690968926,4.058484084329511,0.010858762462628513,48
"SE.PRM.BQBR.1","Average score for Characteristics of Bureaucracy; where a score of 1 indicates low effectiveness and 5 indicates high effectiveness","Global Education Policy Dashboard","World Bank",NA,3.8488498876492185,0.10420538595786934,3.639215690968926,4.058484084329511,0.010858762462628513,48
"SE.PRM.BQBR.2","(Characteristics of Bureaucracy) average score for knowledge and skills","Global Education Policy Dashboard","World Bank",NA,3.150406491465685,0.1566247895435748,2.8353180568864773,3.4654949260448924,0.0245313246995691,41
"SE.PRM.BQBR.3","(Characteristics of Bureaucracy) average score for work environment","Global Education Policy Dashboard","World Bank",NA,3.864552875844444,0.10199512067485533,3.659365159380081,4.069740592308807,0.010403004641478301,41
"SE.PRM.BQBR.4","(Characteristics of Bureaucracy) average score for merit","Global Education Policy Dashboard","World Bank",NA,4.040650420072602,0.10258314999474663,3.8342797412021525,4.247021098943051,0.010523302662844685,41
"SE.PRM.BQBR.5","(Characteristics of Bureaucracy) average score for motivation and attitudes","Global Education Policy Dashboard","World Bank",NA,3.804391138255596,0.13892315109612718,3.5249138069005155,4.083868469610677,0.019299641910477384,48
"SE.PRM.CONT","Teacher Content Knowledge","Global Education Policy Dashboard","World Bank","School survey.  The fraction of teachers scoring at least 80% on the teacher content knowledge exam on mathematics and language.",4.392469578149706,1.6908161812524378,1.0234447946484968,7.761494361650915,2.8588593587850766,431
"SE.PRM.CONT.1","(De Facto) Percent of teachers proficient in the subjects they teach","Global Education Policy Dashboard","World Bank",NA,4.392469578149706,1.6908161812524378,1.0234447946484968,7.761494361650915,2.8588593587850766,431
"SE.PRM.CONT.1.F","(De Facto) Percent of teachers proficient in the subjects they teach - Female","Global Education Policy Dashboard","World Bank",NA,4.711740467001669,1.9491111327690118,0.817943357508264,8.605537576495074,3.7990342078841004,365
"SE.PRM.CONT.1.M","(De Facto) Percent of teachers proficient in the subjects they teach - Male","Global Education Policy Dashboard","World Bank",NA,2.8778627108621504,2.7634496138157503,-3.373494627063082,9.129220048787383,7.6366537680984194,66
"SE.PRM.CONT.1.R","(De Facto) Percent of teachers proficient in the subjects they teach - Rural","Global Education Policy Dashboard","World Bank",NA,1.7235881867466796,1.0816264100037056,-0.479612712956915,3.926789086450274,1.1699156908175044,194
"SE.PRM.CONT.1.U","(De Facto) Percent of teachers proficient in the subjects they teach - Urban","Global Education Policy Dashboard","World Bank",NA,7.142582786100969,3.1681736373101628,0.748949537293571,13.536216034908367,10.037324196147107,237
"SE.PRM.CONT.2","(De Facto) Percent of teachers proficient in the subject of language","Global Education Policy Dashboard","World Bank",NA,8.182663394721693,2.693541377058654,2.815665044862782,13.549661744580604,7.255165149927029,279
"SE.PRM.CONT.2.F","(De Facto) Percent of teachers proficient in the subject of language - Female","Global Education Policy Dashboard","World Bank",NA,9.0511098773036,3.0798297413998443,2.89844267265954,15.203777081947662,9.485351236011033,238
"SE.PRM.CONT.2.M","(De Facto) Percent of teachers proficient in the subject of language - Male","Global Education Policy Dashboard","World Bank",NA,4.199383493049552,4.060023117073123,-4.985026882363707,13.383793868462812,16.48378771116816,41
"SE.PRM.CONT.2.R","(De Facto) Percent of teachers proficient in the subject of language - Rural","Global Education Policy Dashboard","World Bank",NA,2.7961762839094098,1.7528469311961543,-0.7742560762257513,6.366608644044571,3.072472364203776,118
"SE.PRM.CONT.2.U","(De Facto) Percent of teachers proficient in the subject of language - Urban","Global Education Policy Dashboard","World Bank",NA,12.94644081436957,4.417809342108896,4.030940614519217,21.861941014219923,19.517039383224635,161
"SE.PRM.CONT.3","(De Facto) Percent of teachers proficient in the subject of mathematics","Global Education Policy Dashboard","World Bank",NA,0,0,0,0,0,153
"SE.PRM.CONT.3.F","(De Facto) Percent of teachers proficient in the subject of mathematics - Female","Global Education Policy Dashboard","World Bank",NA,0,0,0,0,0,128
"SE.PRM.CONT.3.M","(De Facto) Percent of teachers proficient in the subject of mathematics - Male","Global Education Policy Dashboard","World Bank",NA,0,0,0,0,0,25
"SE.PRM.CONT.3.R","(De Facto) Percent of teachers proficient in the subject of mathematics - Rural","Global Education Policy Dashboard","World Bank",NA,0,0,0,0,0,76
"SE.PRM.CONT.3.U","(De Facto) Percent of teachers proficient in the subject of mathematics - Urban","Global Education Policy Dashboard","World Bank",NA,0,0,0,0,0,77
"SE.PRM.EFFT","Teacher Presence","Global Education Policy Dashboard","World Bank",NA,86.9213792439542,1.2240029289269068,84.48773350171072,89.35502498619769,1.4981831700216464,1090
"SE.PRM.EFFT.1","(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit","Global Education Policy Dashboard","World Bank",NA,81.90955526255105,1.2816749873876534,79.36124201731191,84.4578685077902,1.6426907732951415,1090
"SE.PRM.EFFT.1.F","(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit - Female","Global Education Policy Dashboard","World Bank",NA,82.98770430657812,1.3744415914288368,80.24780506955997,85.72760354359627,1.8890896882494337,921
"SE.PRM.EFFT.1.M","(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit - Male","Global Education Policy Dashboard","World Bank",NA,76.23930531950005,3.2215374186150334,69.22017826056857,83.25843237843152,10.378303339536814,169
"SE.PRM.EFFT.1.R","(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit - Rural","Global Education Policy Dashboard","World Bank",NA,80.61922315621982,1.936781218426061,76.6949316489086,84.54351466353104,3.751121488047938,508
"SE.PRM.EFFT.1.U","(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit - Urban","Global Education Policy Dashboard","World Bank",NA,83.48399048022304,1.6268737753562676,80.21294152122438,86.7550394392217,2.646718280941956,582
"SE.PRM.EFFT.2","(De Facto) Percent of teachers present in their schools during an announced visit","Global Education Policy Dashboard","World Bank",NA,86.9213792439542,1.2240029289269068,84.48773350171072,89.35502498619769,1.4981831700216464,1090
"SE.PRM.EFFT.2.F","(De Facto) Percent of teachers present in their schools during an announced visit - Female","Global Education Policy Dashboard","World Bank",NA,86.37229209172982,1.3659984456409129,83.6492239582279,89.09536022523173,1.86595175349339,921
"SE.PRM.EFFT.2.M","(De Facto) Percent of teachers present in their schools during an announced visit - Male","Global Education Policy Dashboard","World Bank",NA,89.8091630906116,2.933950493787584,83.41663411313871,96.2016920680845,8.608065499996409,169
"SE.PRM.EFFT.2.R","(De Facto) Percent of teachers present in their schools during an announced visit - Rural","Global Education Policy Dashboard","World Bank",NA,87.42979078456595,1.8363594692665535,83.70897306852592,91.15060850060598,3.372216100364938,508
"SE.PRM.EFFT.2.U","(De Facto) Percent of teachers present in their schools during an announced visit - Urban","Global Education Policy Dashboard","World Bank",NA,86.30102652182758,1.515093803821211,83.25472625880354,89.34732678485162,2.295509234377426,582
"SE.PRM.ILDR","Instructional Leadership","Global Education Policy Dashboard","World Bank","School survey.  Total score starts at 1 and points added are the sum  of whether a teacher has:   , Had a classroom observation in past year   - Had a discussion based on that observation that lasted longer than 10 min   - Received actionable feedback from that observation   - Teacher had a lesson plan and discussed it with another person",3.2961566052417917,0.10583750323408324,3.0852707766265284,3.507042433857055,0.01120157709082458,431
"SE.PRM.ILDR.1","(De Facto) Average score for the presence and quality of instructional leadership","Global Education Policy Dashboard","World Bank",NA,3.2961566052417917,0.10583750323408324,3.0852707766265284,3.507042433857055,0.01120157709082458,431
"SE.PRM.ILDR.1.F","(De Facto) Average score for the presence and quality of instructional leadership - Female","Global Education Policy Dashboard","World Bank",NA,3.3185715613558786,0.12502724579310137,3.068800924837333,3.5683421978744243,0.015631812190608583,365
"SE.PRM.ILDR.1.M","(De Facto) Average score for the presence and quality of instructional leadership - Male","Global Education Policy Dashboard","World Bank",NA,3.1898210524376434,0.14611917121057447,2.859276522661505,3.5203655822137816,0.021350812195265172,66
"SE.PRM.ILDR.1.R","(De Facto) Average score for the presence and quality of instructional leadership - Rural","Global Education Policy Dashboard","World Bank",NA,3.414978285822507,0.16493093610513468,3.0790249627018706,3.7509316089431435,0.02720221368451602,194
"SE.PRM.ILDR.1.U","(De Facto) Average score for the presence and quality of instructional leadership - Urban","Global Education Policy Dashboard","World Bank",NA,3.173718390411942,0.13295831799215826,2.905397641634451,3.4420391391894327,0.017677914323303876,237
"SE.PRM.ILDR.2","(De Facto) Percent of teachers reporting having had their class observed","Global Education Policy Dashboard","World Bank",NA,87.5727543369002,4.4431625449597085,78.71955970990918,96.42594896389123,19.741693400932835,431
"SE.PRM.ILDR.2.F","(De Facto) Percent of teachers reporting having had their class observed - Female","Global Education Policy Dashboard","World Bank",NA,87.13126532112851,5.190643869213854,76.76176213859766,97.50076850365936,26.942783777007374,365
"SE.PRM.ILDR.2.M","(De Facto) Percent of teachers reporting having had their class observed - Male","Global Education Policy Dashboard","World Bank",NA,89.6671585512158,6.148973287430938,75.75721458519908,103.57710251723253,37.809872489539245,66
"SE.PRM.ILDR.2.R","(De Facto) Percent of teachers reporting having had their class observed - Rural","Global Education Policy Dashboard","World Bank",NA,94.5455233289077,2.7043587023104414,89.03692491549508,100.05412174232033,7.3135559907622145,194
"SE.PRM.ILDR.2.U","(De Facto) Percent of teachers reporting having had their class observed - Urban","Global Education Policy Dashboard","World Bank",NA,80.38775759531323,8.090735624192813,64.05999206978835,96.71552312083811,65.46000294058267,237
"SE.PRM.ILDR.3","(De Facto) Percent of teachers reporting that the classroom observation happened recently","Global Education Policy Dashboard","World Bank",NA,87.5727543369002,4.4431625449597085,78.71955970990918,96.42594896389123,19.741693400932835,431
"SE.PRM.ILDR.3.F","(De Facto) Percent of teachers reporting that the classroom observation happened recently - Female","Global Education Policy Dashboard","World Bank",NA,87.13126532112851,5.190643869213854,76.76176213859766,97.50076850365936,26.942783777007374,365
"SE.PRM.ILDR.3.M","(De Facto) Percent of teachers reporting that the classroom observation happened recently - Male","Global Education Policy Dashboard","World Bank",NA,89.6671585512158,6.148973287430938,75.75721458519908,103.57710251723253,37.809872489539245,66
"SE.PRM.ILDR.3.R","(De Facto) Percent of teachers reporting that the classroom observation happened recently - Rural","Global Education Policy Dashboard","World Bank",NA,94.5455233289077,2.7043587023104414,89.03692491549508,100.05412174232033,7.3135559907622145,194
"SE.PRM.ILDR.3.U","(De Facto) Percent of teachers reporting that the classroom observation happened recently - Urban","Global Education Policy Dashboard","World Bank",NA,80.38775759531323,8.090735624192813,64.05999206978835,96.71552312083811,65.46000294058267,237
"SE.PRM.ILDR.4","(De Facto) Percent of teachers reporting having discussed the results of the classroom observation","Global Education Policy Dashboard","World Bank",NA,60.507062407898346,5.390162832822084,49.76692851739267,71.24719629840402,29.053855364336595,431
"SE.PRM.ILDR.4.F","(De Facto) Percent of teachers reporting having discussed the results of the classroom observation - Female","Global Education Policy Dashboard","World Bank",NA,60.573049534651766,6.299748332639078,47.98785547580024,73.1582435935033,39.68682905458885,365
"SE.PRM.ILDR.4.M","(De Facto) Percent of teachers reporting having discussed the results of the classroom observation - Male","Global Education Policy Dashboard","World Bank",NA,60.194022419527734,9.841781481653461,37.930365946110626,82.45767889294484,96.860662732617,66
"SE.PRM.ILDR.4.R","(De Facto) Percent of teachers reporting having discussed the results of the classroom observation - Rural","Global Education Policy Dashboard","World Bank",NA,66.15159303416256,7.435239949612668,51.00650486416991,81.2966812041552,55.282793108316184,194
"SE.PRM.ILDR.4.U","(De Facto) Percent of teachers reporting having discussed the results of the classroom observation - Urban","Global Education Policy Dashboard","World Bank",NA,54.69073116216467,7.778494313818397,38.99309411197045,70.38836821235888,60.50497379010514,237
"SE.PRM.ILDR.5","(De Facto) Percent of teachers reporting that the discussion was over 30 minutes","Global Education Policy Dashboard","World Bank",NA,0,0,0,0,0,431
"SE.PRM.ILDR.5.F","(De Facto) Percent of teachers reporting that the discussion was over 30 minutes - Female","Global Education Policy Dashboard","World Bank",NA,0,0,0,0,0,365
"SE.PRM.ILDR.5.M","(De Facto) Percent of teachers reporting that the discussion was over 30 minutes - Male","Global Education Policy Dashboard","World Bank",NA,0,0,0,0,0,66
"SE.PRM.ILDR.5.R","(De Facto) Percent of teachers reporting that the discussion was over 30 minutes - Rural","Global Education Policy Dashboard","World Bank",NA,0,0,0,0,0,194
"SE.PRM.ILDR.5.U","(De Facto) Percent of teachers reporting that the discussion was over 30 minutes - Urban","Global Education Policy Dashboard","World Bank",NA,0,0,0,0,0,237
"SE.PRM.ILDR.6","(De Facto) Percent of teachers reporting that they were provided with feedback in that discussion","Global Education Policy Dashboard","World Bank",NA,57.53854676694019,5.486954715659739,46.60555083990004,68.47154269398035,30.106672051700652,431
"SE.PRM.ILDR.6.F","(De Facto) Percent of teachers reporting that they were provided with feedback in that discussion - Female","Global Education Policy Dashboard","World Bank",NA,58.91524927381673,6.370209247690325,46.189293355496964,71.6412051921365,40.57956585935934,365
"SE.PRM.ILDR.6.M","(De Facto) Percent of teachers reporting that they were provided with feedback in that discussion - Male","Global Education Policy Dashboard","World Bank",NA,51.007531431890285,9.112305698339595,30.39406382678447,71.6209990369961,83.03411513999225,66
"SE.PRM.ILDR.6.R","(De Facto) Percent of teachers reporting that they were provided with feedback in that discussion - Rural","Global Education Policy Dashboard","World Bank",NA,61.24192795562065,7.7021244944832326,45.55321375732698,76.93064215391433,59.32272172851859,194
"SE.PRM.ILDR.6.U","(De Facto) Percent of teachers reporting that they were provided with feedback in that discussion - Urban","Global Education Policy Dashboard","World Bank",NA,53.722447050453994,7.787629859033017,38.00637372361688,69.43852037729111,60.64717882130261,237
"SE.PRM.ILDR.7","(De Facto) Percent of teachers reporting having lesson plans","Global Education Policy Dashboard","World Bank",NA,23.844377296408133,4.443514052707565,14.990482274940613,32.698272317875656,19.74481713660961,431
"SE.PRM.ILDR.7.F","(De Facto) Percent of teachers reporting having lesson plans - Female","Global Education Policy Dashboard","World Bank",NA,25.22579160705179,5.2341638682796825,14.76934723183126,35.68223598227232,27.39647140000453,365
"SE.PRM.ILDR.7.M","(De Facto) Percent of teachers reporting having lesson plans - Male","Global Education Policy Dashboard","World Bank",NA,17.29100937428502,6.127259469705965,3.4301854765665425,31.1518332720035,37.54330860910142,66
"SE.PRM.ILDR.7.R","(De Facto) Percent of teachers reporting having lesson plans - Rural","Global Education Policy Dashboard","World Bank",NA,23.289614030045396,7.195459276663966,8.63294310789926,37.94628495219153,51.774634202129526,194
"SE.PRM.ILDR.7.U","(De Facto) Percent of teachers reporting having lesson plans - Urban","Global Education Policy Dashboard","World Bank",NA,24.416025699752243,5.179500561676941,13.963370386494152,34.86868101301033,26.82722606841175,237
"SE.PRM.ILDR.8","(De Facto) Percent of teachers reporting that they had discussed their lesson plans with someone else (pricinpal, pedagogical coordinator, another teacher)","Global Education Policy Dashboard","World Bank",NA,80.40718429033278,3.1369750156705525,74.15662512831332,86.65774345235224,9.840612248941262,353
"SE.PRM.ILDR.8.F","(De Facto) Percent of teachers reporting that they had discussed their lesson plans with someone else (pricinpal, pedagogical coordinator, another teacher) - Female","Global Education Policy Dashboard","World Bank",NA,84.87631316267668,3.1753102409632685,78.5329017326457,91.21972459270766,10.082595126366211,296
"SE.PRM.ILDR.8.M","(De Facto) Percent of teachers reporting that they had discussed their lesson plans with someone else (pricinpal, pedagogical coordinator, another teacher) - Male","Global Education Policy Dashboard","World Bank",NA,60.34555333024979,5.582734142428229,47.71653130195768,72.9745753585419,31.16692050503385,57
"SE.PRM.ILDR.8.R","(De Facto) Percent of teachers reporting that they had discussed their lesson plans with someone else (pricinpal, pedagogical coordinator, another teacher) - Rural","Global Education Policy Dashboard","World Bank",NA,81.47691986529478,4.0082524636583665,73.31237677306295,89.6414629575266,16.066087812423365,159
"SE.PRM.ILDR.8.U","(De Facto) Percent of teachers reporting that they had discussed their lesson plans with someone else (pricinpal, pedagogical coordinator, another teacher) - Urban","Global Education Policy Dashboard","World Bank",NA,79.34311524057306,4.880737457993313,69.49338828033615,89.19284220080996,23.82159813385903,194
"SE.PRM.IMON","Policy Lever (Inputs & Infrastructure) - Monitoring","Global Education Policy Dashboard","World Bank","School Survey.  This lever measures the extent to which there is a monitoring system in place to ensure that the inputs that must be available at the schools are in fact available at the schools. This set of questions will include three aspects:   , 1 Point. Are there standards in place to monitor blackboard and chalk, pens and pencils, basic classroom furniture, computers, textbooks, exercise books, toilets, electricity, drinking water, accessibility for those with disabilities? (partial credit available)   - 1 Point.  Are all input items (functioning blackboard, chalk, pens, pencils, textbooks, exercise books in 4th grade classrooms, basic classroom furniture, and at least one computer in the schools) being monitored? (partial credit available)   - 1 Point.  Are all infrastructure items (functioning toilets, electricity, drinking water, and accessibility for people with disabilities) being monitored? (partial credit available)   - 1 Point. Is the community involved in the monitoring?",3.925283949207922,0.056501042509086746,3.8129447396480987,4.037623158767746,0.0031923678046136277,100
"SE.PRM.IMON.1","(De Facto) Percent of schools that report there is someone monitoring that basic inputs are available to students","Global Education Policy Dashboard","World Bank",NA,100.00000000000001,1.1626187288670823e-15,100.00000000000001,100.00000000000001,1.3516823087125103e-30,100
"SE.PRM.IMON.10","(De Jure) Number of basic infrastructure features clearly articulated as needing to be monitored","Global Education Policy Dashboard","World Bank",NA,NA,NA,NA,NA,NA,1
"SE.PRM.IMON.2","(De Facto) Percent of schools that report that parents or community members are involved in the monitoring of availability of basic inputs","Global Education Policy Dashboard","World Bank",NA,16.399920536579867,3.9728773164846722,8.500776067869168,24.299065005290565,15.783754171838451,100
"SE.PRM.IMON.3","(De Facto) Percent of schools that report that there is an inventory to monitor availability of basic inputs","Global Education Policy Dashboard","World Bank",NA,94.76040159479435,3.9341251856556374,86.93830674415737,102.58249644543132,15.477340976410003,100
"SE.PRM.IMON.4","(De Facto) Percent of schools that report there is someone monitoring that basic infrastructure is available","Global Education Policy Dashboard","World Bank",NA,97.73193229512137,1.5782476936769063,94.59395305573364,100.8699115345091,2.4908657825964737,100
"SE.PRM.IMON.5","(De Facto) Percent of schools that report that parents or community members are involved in the monitoring of availability of basic infrastructure","Global Education Policy Dashboard","World Bank",NA,58.303205463597706,7.69059467394412,43.01224288397937,73.59416804321604,59.145246438897665,65
"SE.PRM.IMON.6","(De Facto) Percent of schools that report that there is an inventory to monitor availability of basic infrastructure","Global Education Policy Dashboard","World Bank",NA,96.54780704976008,2.9348246887375904,90.7125893070713,102.38302479244886,8.613195953623695,100
"SE.PRM.IMON.7","(De Jure) Is the responsibility of monitoring basic inputs clearly articulated in the policies?","Global Education Policy Dashboard","World Bank",NA,NA,NA,NA,NA,NA,1
"SE.PRM.IMON.8","(De Jure) Number of basic inputs clearly articulated as needing to be monitored","Global Education Policy Dashboard","World Bank",NA,NA,NA,NA,NA,NA,1
"SE.PRM.IMON.9","(De Jure) Is the responsibility of monitoring basic infrastructure clearly articulated in the policies?","Global Education Policy Dashboard","World Bank",NA,NA,NA,NA,NA,NA,1
"SE.PRM.IMON.DF","(De Facto) Policy Lever (Inputs & Infrastructure) - Monitoring","Global Education Policy Dashboard","World Bank",NA,3.925283949207922,0.056501042509086746,3.8129447396480987,4.037623158767746,0.0031923678046136277,100
"SE.PRM.IMON.DJ","(De Jure) Policy Lever (Inputs & Infrastructure) - Monitoring","Global Education Policy Dashboard","World Bank",NA,NA,NA,NA,NA,NA,1
"SE.PRM.INFR","Basic Infrastructure","Global Education Policy Dashboard","World Bank","School survey.  Total score is the sum  of whether a school has:   , Access to adequate drinking water   -Functional toilets that are separate for boys/girls, private, useable, and have hand washing facilities   - Electricity   - Internet   - School is accessible for those with disabilities (road access, a school ramp for wheelchairs, an entrance wide enough for wheelchairs, ramps to classrooms where needed, accessible toilets, and disability screening for seeing, hearing, and learning disabilities with partial credit for having 1 or 2 or the 3).)",3.659927209226819,0.08989112077785828,3.4811995786170447,3.8386548398365936,0.008080413594699505,100
